CONCEPT NAME	DESCRIPTION	# ARGUMENTS	INCLUDES 	FOUND	CPP20 STD	IS CONCEPT	SPECIALIZATIONS	PASSING TYPES
is_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_nothrow_destructible_v	checks if a type has a non-deleted destructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
has_virtual_destructor_v	checks if a type has a virtual destructor	1	type_traits	TRUE	TRUE	FALSE		
is_swappable_with_v	checks if objects of a type can be swapped with objects of same or different type	2	type_traits	TRUE	TRUE	FALSE		
is_swappable_v	checks if objects of a type can be swapped with objects of same or different type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_nothrow_swappable_with_v	checks if objects of a type can be swapped with objects of same or different type	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_swappable_v	checks if objects of a type can be swapped with objects of same or different type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_same_v	checks if two types are the same	2	type_traits	TRUE	TRUE	FALSE		
is_base_of_v	checks if a type is derived from the other type	2	type_traits	TRUE	TRUE	FALSE		
is_convertible_v	checks if a type can be converted to the other type	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_convertible_v	checks if a type can be converted to the other type	2	type_traits	TRUE	TRUE	FALSE		
is_invocable_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	1	type_traits	TRUE	TRUE	FALSE		
is_invocable_r_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_invocable_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	1	type_traits	TRUE	TRUE	FALSE		
is_nothrow_invocable_r_v	checks if a type can be invoked (as if by std::invoke) with the given argument types	2	type_traits	TRUE	TRUE	FALSE		
is_layout_compatible_v	checks if two types are layout-compatible	0	type_traits	FALSE	TRUE	FALSE		
is_pointer_interconvertible_base_of_v	checks if a type is a pointer-interconvertible (initial) base of another type	0	type_traits	FALSE	TRUE	FALSE		
is_pointer_interconvertible_with_class_v	checks if objects of a type are pointer-interconvertible with the specified subobject of that type	0	type_traits	FALSE	TRUE	FALSE		
is_corresponding_member_v	checks if two specified members correspond to each other in the common initial subsequence of two specified types	0	type_traits	FALSE	TRUE	FALSE		
